문장,혐오 여부,문자 개수,y_pred
동영상 보여줘~얼굴좀 보자,1,14,0
십습니다???,0,7,1
https://t1.search.daumcdn.net/thumb/C110x160.q70/?fname=http%3A%2F%2Fcfile78.uf.daum.net%2FC110x160%2F195D724D50ECD8281116E2Total:조삼모사바나나백신,1,139,0
언젠간 먹고 말거야!! 어디서 듣던 말인데... 치토으 ㅅ 아닌가!!! ㅋㅋ,1,42,0
10분 후에 다시 전화할게.,0,15,1
좆은 언제쯤 되냐고요....,0,15,1
절대적 강등이 아니라 상대적으로 강등이 된 것 뿐임,0,28,1
@형태소분석 별로 안유치하고 웃겼음ㅋㅋㅋ,0,22,1
살자!! 꼭 살자 !!,0,12,1
The Chinese are like cockroaches.,0,33,1
일베충이 싫어할 영화,1,11,0
재미지당@~~~~~~~~~~@@~@~@~@~@@~@~@@~@@~@~@,1,38,0
전/라/도/네/요/,1,10,0
"질본
언제 들어도 부랄자극한다",0,17,1
여기 멍청이들 진짜 많다 ㅋㅋㅋ 물로 왜죽냐 외계인은 분명 물을.얻으로 왓다 하지만 인간의 진화된 세상의 맑은 물은 이미 사라진지 오래다 그걸 보가 알거잇엇자나 어른들은 그냥 장난치는거다 생각햇지만말야 물을얻으로 왓다 오염된물인걸 알게되고 후퇴한거지,1,139,0
"좆티비씨 ,, 한괴뢰 ,, 오마이갓



총체적 난국이노",0,35,1
"MBC 의 파업을 지지하며, 언론의 사회적 기능에 다시한번 관심을 가지게 됩니다!",1,45,0
"육영수 여사,, 그립습니다",0,14,1
헉 신기하다. 애가 표정이나 눈코가 되게 엄마 닮음 ㅋㅋㅋ 근데 금발.. 땡긴다,1,44,0
파ㅋㅋㅋㅋㅋ,1,6,0
돼박ㅎ,1,3,0
아~ 내가 천배 보냈다!,0,13,1
핫세 세월은 못속이는구려.,1,14,0
할머니 그걸로 변기 뚫을때 진짜 쓰러졌다 ㅋㅋㅋㅋㅋ,1,28,0
나만 당할 수 없지 으헤헤헤헤헤헹~,1,19,0
미드 제목이 오피스임? 재밌냐,0,16,1
부성애가 남다르노,1,9,0
여자애 진짜 나쁨..얄밉...사람이 안좋아보이면 다 안좋아보인다는게 트루였음,1,42,0
에릭병장님 좋은데로 가셨으면좋겠다..ㅠ,0,21,1
@맹모닝 리갈 마지막 기아차... 좋았지 ㅋ jbl 스피커가 참 갠찬,0,38,1
봊대장님 존경하노 이기야~,1,14,0
뵘이 지휘한 브루크너 4번 듣는데 레알 너무 지린다. 왜 디지털 이후의 녹음에는 이런 명연이 안나오는 걸까?,0,60,1
주인니뮤ㅠㅠㅠㅠㅠㅠㅠㅠ,0,12,1
두만강 푸른물에 노젖는뱃사공을 볼수는~~,1,22,0
해외로 도주하거나 이민갈게 아니라면 너무 막나가는데 ..,0,31,1
원주율파괴자,1,6,0
먹고살기 힘든데 먹이라도 주자,1,16,0
여자는 이렇게 하는거란 말입니다,0,17,1
야발라바히야~ 한번더~ 될때까지~! (그런 의미였던건가?),0,32,1
착한 사진관 직원 '싸이' 우연히 좋아하는 여자의 남편이 바람피는 사진을 목격,1,43,0
진짜 그대로 팔관절에다가 조제알도 로우킥 날려서 부러뜨리고 싶네,0,35,1
여자들 남자 고추 좋아하는거 아니였나 자지만보면 꼴려할줄알았는데,0,35,1
결국 복불복 ????? 그레이스는 순진한 이상주의자 ????? ㅠ.ㅠ,1,38,0
어.. 전 무섭던데. 말 못하는 아이가 손가락질하는 유령...,1,34,0
자지새끼들 무차별적으로 때려죽이고 찢어죽이고 찔러죽여야 하노,1,33,0
성인지 감수성과 부드러운 카리스마로 시민들을 이끄는 모습이다.,0,34,1
정치애기를 쉽게 해석해준다고나 할까 강용석 님 화이팅 입니다,1,33,0
재밌는데 그 우리나라 대통령이 그러진 않겟다 박근혜 국민들 생각들좀 하자,1,40,0
한 사람이 세상을 바꾼다.,0,14,1
와꾸 자체는 동남아가 낫다는 글쓴이 말 진짜 맞노. 동남아남들은 이목구비 또렸하노,1,45,0
여자 이마가...,0,9,1
이거 강지원 왜 찍은거?,1,13,0
빨갛고 노랗고 하얗게 그 추운 나라의 입김은 서리고 닦인다.,1,33,0
어둡고 서늘하며 축축하다,1,13,0
여러분의 수신료로 (북괴에서) 제작되었습니다.,0,25,1
"지금 문 때문에

김에 대한 감정은 많이 줄음 ㅋㅋㅋ",0,31,1
아직 결정하지 못했어요.,0,13,1
울나라는 언제쯤 권선징악에서 탈피할까? 이런류도 좋지 않냐?,1,33,0
나쁜놈들이 많아 조심해야 돼,1,15,0
지금이랑 똑같이 흘러가네..역사는 반복된다고 햇던가..,0,30,1
눈물은 진실을 가린다,0,11,1
ㅎㅎㅎ 누가봄,0,7,1
위대한 강의,0,6,1
의지.,1,3,0
유쾌했어.,1,5,0
구멍이란 구멍에서 물 다쌈ㄷ,1,15,0
개봉은 17일인데,1,9,0
괜찮아요.,0,5,1
핵 무섭다. 노브금 ㄷㄷ,1,13,0
좋은 아내를 만나야 하는 이유,0,16,1
나인스 게이트에 숨은 상징http://www.podbbang.com/ch/7286,1,45,0
우어엉앙앙아아아앙앙,1,10,0
학생들에게 행복을 안겨주는 떄가 언제 올까,1,23,0
"기자,평론가라고는 하는데 솔직히 저치들이 뭐하는 집단의 사람들인지 불분명 할 뿐만 아니라 나불대는 수준이 곰팡이내 쩌는 골방에서 농담삼아 히히덕거리는 놈팽이들이 연상 되는게 굉장히 불쾌하다.네이버는 저런 애들 빨대 꼽고 돈 빨아먹는건가?그런거야??",1,138,0
최고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,18,0
격투가로치면 조지로메로에겐 훅만있는게아니라 발차기도있었다,1,31,0
어느 나라든 정치꾼들이란..,1,15,0
"내 나이 41살 유부남인데 진지하게 사나와 교제하고 싶다.

둘이 손잡고 한강 고수부지로 피크닉도 가고 싶고.

둘이 손잡고 영화도 보고 싶고.

밤늦게까지 시간가는 줄 모르고 전화로 이야기도 하고 싶고.

비오는 날 사나 퇴근하는 것 기다렸다가 우산도 씌워주고 싶고.

기념일엔 테이블에 양초 하나 켜 놓고 초가 다 탈때까지 서로 마주보며 이야기하고싶다.",0,209,1
무쿤..보고싶었어..,0,11,1
우리집에 비디오로 있던건데 소림사 주방장이 입으로 당근 만드는거ㅋㅋ소림사?사림소,1,44,0
뭐하는..,0,5,1
홍진호는 네티즌의 신급 인기네,1,16,0
언월도로 세로로 반으로 가르고싶다,0,18,1
가난이 스펙이란 말이 있지,0,14,1
큭큭큭... 칠푼이머슴하던 그..,0,18,1
ㅇ,0,1,1
멜로임? 에로임????,1,12,0
딱죠타,0,3,1
웃는모습이....,0,9,1
수댕이 목소리가 이상함 ㅋ,1,14,0
소름돋는다..멋지다,0,10,1
굳!@,1,3,0
필름코멘트 선정 100대 영화에 들어간거 축하,1,25,0
시걸성님ㅋㅋㅋㅋ,1,8,0
직업특성때문에 VOA보고 VISA ON ARRIVAL 인줄,0,32,1
일베충들아 밥은 잘 먹고 다니야?,1,18,0
참 예술과 외설의 간극이란...,0,17,1
"니들이 아무리 남자가 여자보다 염색체가 열등하네 XY가 아니고 X'이네 하고 우기고 남자 비하해도 결국 남자가 여자보다 힘지능외모 전부 다 우월하게 진화한다면, 남자가 여자 힘/지능/외모 전부 다 학살한다면 아무리 남자 비하해봤자 그래봤자 사람들 눈에는 남자가 여자보다 더 우월해보임. ",1,160,0
보고 또보고,0,6,1
화이트도 무서운데,1,9,0
우리 salmon도 좀 본 받아야 할텐데,0,22,1
알거싶지않아섴ㅋㅋㅋ,0,10,1
흐흐 영계다,0,6,1
김두한역 안재모는 센역만나오네 짱역으로나오고 ㅋ,1,26,0
찌라시 정보주는 놈중에 국가정보원 직원도 있다더만 ㅋㅋ 쉬이입수에키드라 ~~ 찌라시정보로 정치에 이용하는 현정부는 반성해야된다.,1,71,0
이런 캐릭이라면 정은이 암살도 껌이다~,1,21,0
지석진 나만 재밌냐ㅋㅋㅋ 난 지석진 표영호 같은 스타일이 재밌던데 지상렬도,0,41,1
저인간 구속되는날 손꼽아 기다린다,0,18,1
훌륭한 포크볼이군,0,9,1
많은 중학생들이 담배를 피우나요?,0,18,1
진쨔 힘들었던 사람들은 저렇게 말도안함..,0,23,1
아버지~,0,4,1
흠...................,0,20,1
쟈아아아앙고오오오오 쟝고오오오 후리담 오 후리다아아아암,1,30,0
같은편도 속이는 현란한 백패스!,0,17,1
스누피 귀엽,0,6,1
진심으로 죽이고싶노. 죽었으면 좋겠다 이기야. 이게 국가노? 법이노? 법무부 할배자댕이들 싸그리 모타다 고문6969번 한 뒤 태워서 박멸해야한다 이기야. ,1,86,0
여기서 바이슨 양복간지 그리고 겐이 협력자,1,23,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 최고다,0,13,1
본드걸 출신 부인을 암으로 잃고 15년간 딸혼자키운 피어스브로스넌!,1,37,0
죄책감이 없나,0,7,1
자댕이 체취 개심하노 특히 흡연자지는 살남충동 누르기힘드노 ,1,33,0
준교야 꼭 꿈을 이루어라. 이 형도 응원한다.,0,25,1
스스로 솔선수범 추천!,0,12,1
아멘!!!,0,5,1
결혼할사람은따로잇구나,1,11,0
오랜만에 졸잼 ㅋㅋ,0,10,1
오~,0,2,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,15,0
깔깔깔깔깔까띾라깔깔까라깔,0,13,1
글 쓴 본글 원본을 읽었는데 정말 자신에게 어떠한 잘못도 없다고 생각하는지??,0,43,1
팩트폭격해뿟노 ㅋㅋㅋㅋㅋ,1,13,0
어느 커플이 서로를 사랑스럽게 바라보고 있었다.,0,26,1
맥스 세상에 아역배우이름검색 첨해봤다 세상에 어쩜저렇게태어났냐얼굴이 아우애기야 그래니가짱먹어라ㅋㅋㅋ,1,55,0
억울아! 올 여름엔 아빠가 뜨겁게 사랑해줄께.,0,25,1
떡볶이에 남동충이 떡을 안좋아하고 오뎅만 쳐먹으면 웜련이가 갑자기 떡 좋아한다면서 나한테 떡 다 주고 냄동충한테 오뎅 다 주기. 냄동충이 계란 노른자 좋아하면 웜련이는 흰자를 좋아하지? 하면서 흰자만 주고 냄동충은 노른자만 주노 ㅋㅋㅋ,1,131,0
ㅜㅜ 눈물난다,0,7,1
마동석나오는영화는 거름,0,12,1
20년후 7광구보다 백배낫네 근데 남주가 게가드 무사시네 ㅋㅋ,1,34,0
피의 크리스마스 ㅋㅋㅋㅋㅋㅋ,0,15,1
전라도 노예 업주 처벌 안받았나요?? 이슈가안됐네요 그러고보니..,1,36,0
남자들만 있는 곳에 가면 나는 홀애비 냄새 = 좆밥냄새,1,30,0
황시욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,17,0
월베감이노,1,5,0
"진지하게

이산가족 상봉이 감동적임?",0,22,1
우리동네에서도 벌어졌던 일이라.. 그때 당시에는 아무것도 몰랐던때라 그냥 심하다하고 넘겼는데.. 나이먹고 접하니 그때 왜 내가 저사람들을 외면했을까 후회가된다.. 홈xx 쓰레기 기업은 퇴출해야한다.,1,110,0
사람보는눈이 없으니 아직까지 솔로인가?,0,21,1
"난 뭔가 러시아만의 가난하고 더러운 모습도 맘에 들더라...

특히 지저분한 경관과 대비되는 ㅅㅌㅊ여자 사진을 보면 그 둘은 서로 안어울리지만 그 나름대로의 감성도 좋음

나만 그러냐? 러시아는 매력요소가 너무 많음",0,124,1
죽이네..ㄷㄷㄷㄷㄷㄷ,1,11,0
양조위 눈빛이..,1,9,0
상여자놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,20,0
와우,0,2,1
나두,1,2,0
추운날. 정숙이 이마에 보톡스 하나 놔드려야겠어요 ^^,0,30,1
시나리오작가 상 줘라 두번줘라,1,16,0
와이쁘당,0,4,1
ㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁ,1,36,0
내가 1빠랑께,1,7,0
10 발 놀라서 욕나온다,1,13,0
토론이나 토의에서 최고의 명답중 하나는 위와 같은 패러독스 결론임,0,36,1
촌스럽다는 말 이제 안써야지^_^이렇게 세련된 촌인데,1,29,0
애국가 부르는 장면에서 소름돋노이기,0,19,1
"그야말로 윤규근 비스무레, 아니랄까. 또레오레 줄 섰지",0,30,1
영화보다 더 영화같은게 현실이네,0,17,1
요즘 안나왔다고 애들한테 개무시 당하네ㅋ,1,22,0
한국판 제목이랑 광고는 대체 누가 만든거냐.ㅋㅋ,1,26,0
나도 저런 회사나 차려볼까 ㅋㅋㅋㅋㅋ,1,20,0
옛날에는 몰랐는데 배우들이 전부 엄청나다;,1,23,0
하이바쓰지그랬어 ?아마몰랐을꺼야 ... 근대신고는왜허니 ? 심심하니?,0,38,1
여자를 위한 남자판 빅토리아 시크릿 . 여자 스트리퍼였다면 다 벗고 나왔겠지??남자 스트리퍼 라선지 입을거 다 입었더라.떱,1,68,0
그와중에.. 엔지 존예..,1,14,0
ㅁㅊ 하....노래 개디진다 진짜...,1,21,0
팩퐄ㅋㅋㅋㅋ,1,6,0
"정보글 잘봤습니다.
원피스 알라바스타처럼 저런 인공비를 내리게할경우 한국이랑 일본에 올 비가 막힐수있다고 했는데
지금 문득 든 생각이 여름에도그렇고 어렸을때랑 비교해서 비가 안오는것같더라구요.. 겨울가뭄도 심하구요.

점점 심해질수있을것같은데 글쓴이분이 생각하기에 전망이 어떻게 되실것같습니까?


질문글달려고 2년만에 로그인했습니다",0,193,1
아....내가 해냈다,0,11,1
ㅋㅋㅋㅋㅋ,1,5,0
요들이라뇨 전 단지 망치를든 작은 소녀일뿐인걸요 ?,0,28,1
헤헹,0,2,1
조두순 출소일에 부관참시 조두순 핏줄 다 죽길 바란다그리고 12년때린 위대하신 전북정읍 출신 이태수 판사기억할게,1,62,0
늑대소년이왜나오냐ㅋㅋㅋ 마치카페베네빙수와 7성급두바이호텔 금가루빙수의차이임. 장르만같다.,1,49,0
사람사는 인생 우연의 연속~,0,15,1
트로트먼 대령님이 보고 싶소...,1,18,0
정보글 추천하노 고맙노,1,12,0
로서,0,2,1
"""져 샤람은 도뎨쳬 왜...""",0,16,1
내가 순돌이 나이였는데 내아들이 순돌이 나이네 세월 참빠르다 그립네 그시절,1,41,0
굳 욕심이 너무 과했어,0,12,1
질본... 질본... 이름이 너무 야하지 않냐?,0,26,1
3기언제나오노ㅜㅜ,1,9,0
아...저 돼지녀석...얼굴 보니...차마 돈가쓰를 떠올릴 수 없다....T.T,1,44,0
요번엔 될듯.,0,7,1
뒷통수는 뒷통수를낳는다,1,12,0
이성애자 눈치 안보고 찍은 게이 이야기,1,21,0
결말의 의미공자가 자연에 숨어사는 노자에게 말했지. 짐승도 끼리끼리 사는데 사람이라고 따로 사냐고 진정 순수함은 더러운것사이에서도 그 빛을 유지하는것 ·,1,85,0
d,0,1,1
우리 카르텔 된거노? 간지..,0,16,1
GG 합니다,0,6,1
이런..,1,4,0
진짜 무가당 스파이물. 언제나 미국은 착한척 하지만 믿기 힘든 그 나라. 천조국.,1,45,0
"송교수님 죄송합니다. 네 마리 원숭이 얘기 참 인상깊게 잘 들었습니다. 무지하고 야만적인 나라, 대한민국이 아니라 소한군국...",1,71,0
"Mama, I just killed a dog",0,25,1
어디서 봄?,0,6,1
봊나 멋있노 빵태워서 뉴스 나오고ㅋㅌㅌㅋ,1,22,0
히치콕 작품중에서도 ㅆㅅㅌㅊ,1,15,0
이잉잉 컴온! ㅋㅋㅋㅋㅋㅋㅋㅋㅋ커엽노 ㅋㅋㅋㅋㅋㅋ,1,27,0
아...이런 지도자가 될것이다 나도,0,19,1
"일단 비나오는 영화는 거르고 본다 ㅎㅎㅎ 저렇게 도덕적으로 인성이 부족한 사람이 나오는걸 보는거 자체가 싫다

아무리 어렵게 자랐다고 참나...",0,82,1
여행이 영어로 뭐지?,0,11,1
카터슬레이드 간지임 ㅋ,1,12,0
좋아하는 일만한다고 그렇게 어떻게살거냐고 쓴소리많이듣는1人. 모두 화이팅,1,40,0
재밋네 ㅋㅋ시방 므ㅓ 어케쓰라거,1,17,0
요즘엔 1:30 짤뿐이라이게 시간때ㅝ줌,1,21,0
불타는 집을 바라보며 허허허허허허허허 웃는 천지쌍살의 얼굴이 잊혀지지 않는다,1,42,0
피아노랑 미사는 찾아봐야됨,1,14,0
이념은 피보다 진하지만 돈보다는 약하다ㅋ,0,22,1
교육은 세뇌가 아니라 깨우침을 가리키는것이다,1,24,0
와이지랑 연결되어있을까?ㅋㅋㅋ,0,16,1
이건 아니야ㅠㅠ,0,8,1
우리모두.. 낙원으로 가자...,1,17,0
이건 대작이다.. 예림이 그패봐봐 혹시장이야?,1,25,0
같이 사는 사람을 원망하지마...,1,18,0
김정숙 여사 너무 이쁘셔♡♡♡,0,16,1
생긴것만 봐도 멍청한게 으스대는 느낌.,0,21,1
이제 실제로 봐도 친한사람 보는듯 할 듯하다,0,24,1
안드는 부분이라는줄,0,10,1
즐거운 락앤롤 뮤직 락앤롤 라이프~,1,19,0
본다본다하고 11년만에 봄,1,14,0
혜안의 눈은 정말 커다랗다.,0,15,1
"첫짤 보고 15년전이 그리워서 ㅇㅂ줬따.
렉스턴, 옵티마리갈, 레간자, 카니발...
내 인생의 황금기와 함께한.. 자동차들...",0,73,1
모리 크기가....,0,10,1
천재도 사람이라고 gg,1,12,0
굳112730484,1,10,0
가슴에 하나씩은 한이 있나????,1,18,0
실베형님 많이 늙으셨네 ㅠㅠ,1,15,0
대한민국은 진짜 중의 진짜를 만났다. ㅎㅎㅎㅎㅎ,0,26,1
기받고 갑니다,0,7,1
"이둘희 짱이다.



오늘부터 팬이다",0,24,1
앵 나온다 앵~ 흉자련들 불쌍노 진짜 저러고 사노? 난 매일 친구들이랑 바닷가 가고 해외여행 잡아서 놀고 오는데 신혼여행 제주도 뭐노? 귤먹으러 가는데 아니노? 노예짓하고 그만큼 댓가도 못받고 사노 ㅉ 한남 같은거 버리고 비비탄 하란 말이노,1,134,0
남의 일 같지 않네.,1,11,0
재키찬 손가락 짤림 ㅋㅋ,1,13,0
서기가 너무 착해요 ㅠㅠ 나쁜삼장 그냥 서기 앙탈좀 받아주지 ㅡㅡ,1,36,0
유승호랑 결혼하고싶엉~,1,12,0
ㅎ,0,1,1
컴미 막바지에 대왕버그가 tv 광고 할떄 빵터졌다 ㅋㅋㅋㅋㅋ,1,33,0
"진짜힘든놈은 왜그러냐물어보면 그냥 그런게있다 ㅋ
집이힘들어서글타 ㅋ 그러지 구구절절 말하는사람이어딨노

등록금 내가다낸다니까 사람들이 왜니가내냐물어볼때
그동안 인생이 머리속에떠오르고 이런게 정말 이유도모르고
부모가내는게 당연한 사람들으도있구나싶어 화도나고하지만

결국 있다 ㅋㅋ 별거아니다~ 한마디할수밖에없다니까",0,181,1
완전 웃긴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27,0
짱깨없는 관광지라... 매력있네,0,17,1
국정원 어디갔노 서버비도 안내주고 조팔,1,21,0
검검,1,2,0
데보라 윙거의 허스키 한 목소리 .,1,19,0
기모아서 엄청나게 크게 터트릴꺼야,0,18,1
말초신경을 자극한다,1,10,0
She is so Beautiful ♡,0,21,1
동문으로써 심히 공감한다,0,13,1
난 그냥 앉아버리는데...,0,14,1
내가 8.2퍼였군,0,9,1
ㅋㅋ 내가올린사진이 있구나,1,14,0
그녀는 선생님이 되기 위해 일을 그만두었다.,0,24,1
그림체 한마바키랑 비슷,0,12,1
영미~~~~~,0,7,1
당신의 일상이 ? 왜사는지 자문한다면 ?떠나자 글래스톤 베리로~,1,35,0
저희 식당은 신선한 재료만을 사용합니다.,0,22,1
둘이 햇을까..,0,8,1
병길아!!차좀뒤집고 다시 전화할게~,1,19,0
다 좋은데 편집 똑바로해 그니까 욕먹지 이번 백현편때 봐 진짜 이번에 백현이 이상형 말하는거 보내면 그건 진짜 욕먹을려고 하는 짓인거 똑바로 알고 편집해,1,85,0
누나 화이팅!!!,0,9,1
"고향이 없거나, 고향이 있어도 못가거나, 고향이 사라진 세남녀의 동반길, 그리고 인생길.",1,49,0
"어느 정도 짜고친다는건 알고있었지만 이정도일 줄이야...시청자를 위한 언론이란답시고 고고한척 하고 있는 방송사들에 진짜 실망했다 수요가 없으면 공급도 없는법 브로커들이 활개를 치는데는 방송국이, 또 그 너머에는 시청자가 있다",1,125,0
"황희범 절생겼다

맑은느낌.. 한번만 먹고싶당 ㅎㅎ",0,30,1
유두가 섹시한데?,0,9,1
난 좋아했어...,0,9,1
Hey! EEJ!,0,9,1
보여주고 싶어서 안달난 사람치고 제대로 된 인간 못봄,0,29,1
진짜 무도 쨉도 안됨 ㅋ 최고임 ㅋ,1,19,0
영자 놈 고생이 많노... 할일없이 댓으로 분탕치는 관잦들 뒤지길앙망 ^오^,1,42,0
혼다는 매력적이네 스타니깐,0,14,1
"비서의 웃음이 사장의 웃음을 넘어버렸다

목젖까지 보이겠던데",0,35,1
짱,0,1,1
뭐라표현할 언어가^^;;,1,13,0
저기서 노랑 회색 줄무늬 여자 반희라는 사람이 제일 괜찮음..ㅋㅋ,1,36,0
ㅋㅋ 최고의배우가 이런꼴을 당하디니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,35,0
"코로나땜에 혼란스러운 와중에

한국 영화가 영화계 최고 권위 있는 단체에서 최우수상을 탔다
그러니 희망을(?)가져라 뭐 이런 취지 아닐까",0,79,1
하...타임머신타고...벽...간장...,0,22,1
너뭐노 글봊나잘쓴다익이 나초딩땐 글 좆같이썼는데 ㅋㅋ앵나오노 ㅋㅋㅋㅋㅋㅋ 성공하겠다익이야 ㅋㅋㅋㅋ ,1,55,0
항상 너와 함께 있을게.,0,13,1
존나 개쩌네,1,6,0
짱덕짱덕,0,4,1
상상이 전혀 불가능한 인질극임.,1,17,0
법이 제자리에있는게아니다 이리저리 왔다갔다 돈있고 권력이있으면 그쪽으로 쏠린다 돈없고 힘없는 사형수 돈많고 힘있는 사형수 너무나도 차원이 틀린 결말 좌파우파를 떠나 돈있고 힘있으면 장땡인 대한민국의 현주소 10년이 지나도 변함없고 앞으로도 변함없다,1,138,0
"역시 유전자는 언제나 새로운것을 만들어낸다..

유전자의 무한한 시도는 정말 위대하다",0,49,1
그녀의 말은 사실과 전혀 달라.,0,17,1
연희누나 미코 진 생일 때매 취소되면 엠비씨 테러할거임,1,30,0
역시 좆슬람과 형제 종교 답노 저런것들이 고상한척 오지게 하노 돈 밝히는 악마들일 뿐이다 이기,1,52,0
한국 드라마 보다 잡혔나보제.,0,16,1
응?ㅋㅋㅋㅋ,1,6,0
성공적이란 평이거든? 하여간 쥐뿔도 모르는 것들이 전문가 따라하긴..,1,38,0
그로밋 등에서 지문을 본듯.,1,15,0
성별 반대였으면 어땠을까...,0,16,1
지렸다리,0,4,1
11명 참여라길래 얼마나바뀌나 궁금해서올려봄,1,24,0
폭염오길래 일부러 정수기 놔두고 생수 시켜먹었는데 탁월한 선택이었노 낄낄낄,1,41,0
모든종업원이 공범인거임?,1,13,0
진짜 단세포인 거냐 좆팔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,59,0
띠요옹 꿈뻑 꿈뻑,0,9,1
CNN; Chicken Noodle Network,0,27,1
근래본이야기중가장웃겼음 ㅇㅂ,0,15,1
2003년도 껀데 저정도면 존 난좋은건데 왜 사람들은 저걸똥퀄이라함?내용도 괜찮은데,1,46,0
ㅠㅠㅠ 행복했으면 좋겠다,0,13,1
공공칠 두번싼다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27,0
포토사진 지리네 ㄷㄷㄷ,1,12,0
"진짜 럭셔리 차는 S클 , 7시리즈가 시작임

5시리즈 이클 좋은차임

그러나 급은 하늘과땅차이",0,57,1
배현진 머장님이 대통령인 나라에서 살고싶노,1,23,0
그 아이는 하늘을 어두운 색으로 칠했다.,0,22,1
펠리니 성지순례,1,8,0
그 말을 왜 여기서 하냐고,0,14,1
유튜브 세가영 문법봐라이기 기초부터 잘가르쳐주노,1,26,0
dㅇㅅㅇb,1,5,0
"홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노",0,183,1
억압된 생명(성) 초라한 도시(부동산) 비극적 각성,1,28,0
혈변 땜시 로긴했다,0,10,1
발리(우드)에서 생긴일?나는 네가 어젯밤 발리에서 무슨짓을 했는지 알고있다.(웃음),1,46,0
이거 5년전에 본건데...,0,14,1
으잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,13,0
기쁘게 생각하세요... 당신의 소중한 한표가 지금의 사람이 먼저인 휴머니즘 대통령을 만들었잖아요^^,0,55,1
돈에 찌들린 사람이면 누구나 저렇게 될수있는 가능성이 있다....,1,36,0
난 재밌는데,0,6,1
도대체 뭘 까고 싶은거냐... 깔 내용 따윈 없다..,1,29,0
나는잼는데 ????????????????,1,22,0
파라파라 댄스,0,7,1
광태랑 일본 비서들 왤캐 훈훈하냐 눈이 즐거웟다 ㅋㅋㅋㅋ,1,31,0
EYE IN THE SKY,1,14,0
쳐 웃기는,0,5,1
미국찬양은 개뿔 그리고 찬양했드라두 상대가 베트콩 인데 빨라줘도 되지,1,38,0
내스타일 아니라 답답하기는 하지만 유시민의 불리한건 농담으로 넘어가려는 수작을 요번이 점잔하게 제일잘 받아쳤다고 본다.,0,66,1
내가다시올려주지 ㅋㅋ,1,11,0
솔직히 이쁘지는..,0,10,1
현재의 장이모..중국정부에 포섭 죨라위대중국찬양 영화 찍는 모습이 씁쓸..,1,41,0
몰아몰아 ~~,0,7,1
비트좋네,0,4,1
명작이다,0,4,1
시뱐 이 내용을 이딴식으로 이해하네ㅋㅋㅋ,0,22,1
업보다..,0,5,1
이건 결혼식이라고~!!!!! 시끌벅적 결혼식!,1,25,0
DMZ 안간거 신의 한숰ㅋㅋ,0,15,1
Passion flows again...,1,22,0
고생햇다 좋은정보,0,9,1
철부지 바람둥이 철드는 얘기,1,15,0
"빅타이거 회고록을보고 해밍웨이가 생각났다.

그는 낚시와 전쟁때 참전한 경험으로 좋은 작품을 남겼다.
참고로 글을 쓰기위해 전쟁에 참여한 것이라고 한다.

소설가 무라카미 하루키는 해밍웨이를 언급하며 직접 겪어야 글이 나오는 사람이있다고했다.
(출처 : 직업으로서의 소설가)

물론 장대호가 글 작품을 남기기위해 사람을 죽인 것은 아니지만... 분명한 건 그의 글솜씨와 범인인 본인이 직접 느꼈던것이 있었기 때문에 훌륭한 작품이 나올 수 있었다고 생각한다.

1. 그저 평범한 일상을 보내고있던 글 잘 쓰는 장대호.
2. 살인을 저질렀지만 글 못 쓰는 아무개 범죄자.

1, 2번 모두 그저 그렇게 흘러가는 일상에 불과했을것이다.",0,365,1
훌륭해...,1,6,0
느금머,0,3,1
와 이미연 진짜 이쁘네,1,12,0
"양익준, 기대만큼 가주는구나",1,15,0
