문장,혐오 여부,문자 개수,y_pred
너뭐노 글봊나잘쓴다익이 나초딩땐 글 좆같이썼는데 ㅋㅋ앵나오노 ㅋㅋㅋㅋㅋㅋ 성공하겠다익이야 ㅋㅋㅋㅋ ,1,55,0
존나 개쩌네,1,6,0
상상이 전혀 불가능한 인질극임.,1,17,0
법이 제자리에있는게아니다 이리저리 왔다갔다 돈있고 권력이있으면 그쪽으로 쏠린다 돈없고 힘없는 사형수 돈많고 힘있는 사형수 너무나도 차원이 틀린 결말 좌파우파를 떠나 돈있고 힘있으면 장땡인 대한민국의 현주소 10년이 지나도 변함없고 앞으로도 변함없다,1,138,0
연희누나 미코 진 생일 때매 취소되면 엠비씨 테러할거임,1,30,0
역시 좆슬람과 형제 종교 답노 저런것들이 고상한척 오지게 하노 돈 밝히는 악마들일 뿐이다 이기,1,52,0
응?ㅋㅋㅋㅋ,1,6,0
성공적이란 평이거든? 하여간 쥐뿔도 모르는 것들이 전문가 따라하긴..,1,38,0
그로밋 등에서 지문을 본듯.,1,15,0
11명 참여라길래 얼마나바뀌나 궁금해서올려봄,1,24,0
폭염오길래 일부러 정수기 놔두고 생수 시켜먹었는데 탁월한 선택이었노 낄낄낄,1,41,0
모든종업원이 공범인거임?,1,13,0
진짜 단세포인 거냐 좆팔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,59,0
2003년도 껀데 저정도면 존 난좋은건데 왜 사람들은 저걸똥퀄이라함?내용도 괜찮은데,1,46,0
공공칠 두번싼다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27,0
포토사진 지리네 ㄷㄷㄷ,1,12,0
배현진 머장님이 대통령인 나라에서 살고싶노,1,23,0
펠리니 성지순례,1,8,0
유튜브 세가영 문법봐라이기 기초부터 잘가르쳐주노,1,26,0
dㅇㅅㅇb,1,5,0
억압된 생명(성) 초라한 도시(부동산) 비극적 각성,1,28,0
발리(우드)에서 생긴일?나는 네가 어젯밤 발리에서 무슨짓을 했는지 알고있다.(웃음),1,46,0
으잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,13,0
돈에 찌들린 사람이면 누구나 저렇게 될수있는 가능성이 있다....,1,36,0
도대체 뭘 까고 싶은거냐... 깔 내용 따윈 없다..,1,29,0
나는잼는데 ????????????????,1,22,0
광태랑 일본 비서들 왤캐 훈훈하냐 눈이 즐거웟다 ㅋㅋㅋㅋ,1,31,0
EYE IN THE SKY,1,14,0
미국찬양은 개뿔 그리고 찬양했드라두 상대가 베트콩 인데 빨라줘도 되지,1,38,0
내가다시올려주지 ㅋㅋ,1,11,0
현재의 장이모..중국정부에 포섭 죨라위대중국찬양 영화 찍는 모습이 씁쓸..,1,41,0
이건 결혼식이라고~!!!!! 시끌벅적 결혼식!,1,25,0
Passion flows again...,1,22,0
철부지 바람둥이 철드는 얘기,1,15,0
훌륭해...,1,6,0
와 이미연 진짜 이쁘네,1,12,0
"양익준, 기대만큼 가주는구나",1,15,0
세쌍둥이 팬들 이기적이네요 세쌍둥이 인기가 얼마나 많은지는 몰라도 쌍둥이네 없었으면 슈돌 제작 들어가지도 못하고 사랑이네 없어으면 편성받지도 지금까지 오지도못해요 쌍둥이네 사랑이네가 빠지면 슈돌도 끝인데 세쌍둥이만보고 다른가족한테 하차하라고 하지마요!,1,140,0
나나였네.. 농약을 먹어버려가 뉴욕마라톤이라니,1,25,0
훌륭해,1,3,0
새폴더 2014 141218,1,15,0
훈훈해 ㅋ,1,5,0
'생산적인 일은 항상 땀이 난다 정답이구만 ㅋㅋㅋ,1,27,0
이연결 ㅅㅂ,1,6,0
광태 새끼 개짜증 남. 광태 친구도 왕 짜증.,1,25,0
이거 내가 웃대 올렸는데.. 제 아이디 애국자남선이에요,1,30,0
롱테이크 와이드숏에서 신칸센으로 최대의 스펙터클,1,26,0
이거 보고 컴퓨터에잇는 야동 싹다지우고 여친이랑 관게도 한 일주일 안함 성욕삭제 지림,1,47,0
t살존주의 경향,1,8,0
이럴 떄 보면 딱이겠네.,1,13,0
다른걸 떠나서 간호사 죽여버리고 싶더라,1,21,0
이정도면 권선징악 확실하다.,1,15,0
그냥 내스타일인갑다,1,10,0
탕웨이가 스크린을 잡아먹었다,1,15,0
하토쿠터노어커커텉럴ㅋㄴㄱㄹ,1,14,0
김보성이가 진짜 사나이다,1,13,0
결말 진짜 피가 팍 식는다.,1,15,0
전문가 새끼들이 뭘 알아? 그저 20대를 편하게 보낸 새끼들이.,1,35,0
"과거의 기독교는 권력을 목적으로 사람을 세뇌시켜 통치했지만, 문명화된 오늘날의 기독교는 법치주의와 민주주의로 인해 권력을 못잡기에 돈을 목적으로 사람들을 세뇌시키고 있지...",1,97,0
땡잡았어,1,4,0
공허하게 담배피기 - 빌리 밥 숀튼.,1,20,0
깔끔하게 정리했노 이기,1,12,0
이거 전에 올라왓던 글이노,1,14,0
머리 푸르니 더 예뻐.,1,12,0
좆팔노무 한남 새끼들은 교육받을 필요가 없다 이기. 교육은 보지의 전유물이다,1,42,0
한 나라의 국회의원이 이런정도면 대단 ㅋㅋ,1,23,0
일본은 언제...? 줄까!,1,14,0
나도 춤춘다,1,6,0
노희경式 상처 치유법,1,11,0
뭐든지 여자가 먼저다 << 이거 이해못하더라,1,24,0
카메론 디아즈는 무슨 능력인거지?,1,18,0
허세부리는사람이되지말자,1,12,0
4/16 주방에서 인숙이 해준이에게 서방님이라고 하네요 머징?,1,34,0
나도 지금 승질나는데 머좀 때려 부수고 싶다. 쓰방,1,28,0
ㅋㅋㅋ 진짜 별의별 드립 다나오네,1,18,0
하악,1,2,0
저중국인 조폭마누라3세서나손사람이군,1,19,0
묶어놓고 후장에 사무용품 꽂아줘라 낄낄,1,21,0
핵잼핵잼핵잼핵잼핵잼,1,10,0
바람피지말자는거임??,1,11,0
Ten,1,3,0
다시는 저런일이 생기지 않길,1,15,0
무죄라는 가정하에 유죄임을 밝혀야 한다! presumed innocent,1,40,0
나도 알콜마시면 강해지려나?,1,15,0
초등학생인데 저랫ㅇ면 좋겟다,1,15,0
마지막 얼음송곳 ㄷㄷㄷ,1,12,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,10,0
지하 세탁기에서 하는 항문 섹스 대박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,31,0
고급식인 나련도 7-8만원대 향수 쓰노 ㅋㅋㅋㅋㅋㅋㅋ 개웃챙,1,33,0
성인 호그,1,5,0
No comparison superb,1,20,0
운수좋은날 소설도 애니도 넘 알싸하다,1,20,0
근데 OO 어의에 올랐는데도 수의녀년하고 동기생들 하대쓰네 닝기리 잡것들 짜증나네,1,45,0
아 놔~~ 아메리칸 시빌 지하드 ㅋ ㅋ,1,21,0
"지옥처럼,무섭다.텍사스전기톱살인마보면서,돼지비계살에 마요네즈 발라서 먹는 기분.",1,44,0
꿀잼 팽긴 커여워ㅇㅅㅇ,1,12,0
비정규직 문제를 안고있는 우리현실과 비교되는 이유는?,1,29,0
병신새끼들ㅋㅋㅋㅋ싹다재기따라가야겠노,1,19,0
한국정부의 사과와 반성을 기대합니다,1,19,0
"이 나라의 제노포비아, 과연 어디까지 가고 있는지?",1,28,0
은행가서 캐쉬해와,1,9,0
목사님 왜이러십니까 ㅋㅋ,1,13,0
악당인 밴센댁이 눈감아주네,1,14,0
더럽게 처리되는 고기가 문제지 소도축이 문제가 아니자나,1,30,0
이놈의 짜식들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,18,0
시,1,1,0
울었어 나만 운건 아니겠지?,1,15,0
God's Not Dead,1,14,0
"통찰력 쩌노..
웜 기초사상글로 등록해놔야할것같노
워마드의 기본 마인드 및 가치관 이런걸로.. ",1,55,0
킴 노박 진짜 예쁜데;;; 왜 그레이스 켈리만 계속 섭외쇄도 했었나...,1,40,0
미레이유 난 낙오자가 될거야 기회는 아직 있어,1,25,0
하늘나라가셔도 누렁이랑행복하세요,1,17,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팩토리인지 패밀리인지 싸움?,1,25,0
광기를 용서하라,1,8,0
이탈리아인줄알았는데 영국이네,1,15,0
당신들의 혐오가 훨씬 역겹다,1,15,0
This is not still death.,1,24,0
불괘하다고해야하나 음,1,11,0
이름이 화장실ㅋㅋㅋㅋ,1,11,0
대박사건,1,4,0
알랍유 알랍유 알랍유 ㅡ,1,13,0
아 진짜 역대 웜영자들이랑 (메갈 똥고충이랑 민이 제외) 현 영자 다 위인으로 업적 써야하노,1,51,0
서양 어린이는 빨라요..,1,13,0
홍어상어 멋졋음 홍어상어,1,13,0
여자가 맞을짓하면 맞는거지뭐...,1,18,0
그래도 저렇게 늙고 싶다,1,13,0
미국 흑인 민권운동사를 완벽하게 요약했다.,1,23,0
뭐가 비하냐! 맞는 말이구만!,1,16,0
더 살지.,1,5,0
갑자기 발광해서 땅바닥에 수식 써갈기는건 병맛인데 딴건 다 재밌음,1,36,0
명월이가조아ㅋㅋㅋㅋㅋㅋㅎㅎㅎ,1,15,0
이석기 감옥 들어가면 이거 매일 보여줘라. 매일매일 시청시키고 감상문 제출 필수 ㅋ,1,46,0
이게 재판입니까? 이건 독재입니다!,1,19,0
진짜ㅋㅋㅋㅋㅋㅋ 간만에 웃겨 죽는줄 알았네ㅋㅋㅋㅋ,1,27,0
진짜 구라안치고 초딩 이후 무섭다 느낀건 처음이네요 나이가 26인데..ㅋㅋ 해와달보고 간만에 고개 돌리고 흠칫흠칫했습니다ㅋ 단순히 깜놀이 아닌 진짜 섬뜩ㅋ,1,86,0
외롭다,1,3,0
그니깐 저 원숭이들이 일본으로 도망쳤다 이거죠? 일본원숭이들!,1,34,0
자유를 얻으려는 자는 언제나 외롭다,1,19,0
난 자질 갖춘 남자 가슴과 하체가 풍족한 남자라고 하노ㅋ 남자새끼들 재미대가리도 없는데 가슴얘기한다고 마음이 이쁜 이지랄하는거 미러링하기 좋노,1,79,0
쩌네,1,2,0
공부 잘하는 누나가 인생 포기하고 뒷바라지했는데 삼수해서 그시대에 경희대???????????????,1,55,0
아 김기덕 노ㅛㅏㅏㅊ뉴,1,12,0
진심으로 니들이저기있으면 저여자보다 더시끄럽게 소리지를꺼면서 왜그러냐저장면찍으려고 몆번천녹화를할텐데 목이나걱정해라 걍난 베스트5에는든다 여때껏본것중에 평점보는데 시끄럽다고하는것들 실제로 지들이면 더크게지를것들이,1,117,0
조지가 귀엽네ㅋㅋ,1,9,0
이제 월요일에 뭐보나ㅠ,1,12,0
감정이 있는 동물 그것이 욕구이다.,1,19,0
대상 안줄시에 상암에 백미취사 폭탄 던지는 사람 있음 그거 접니다 인간적으로 갓성한테 대상 줘라 엠비씨,1,57,0
기브미쪼꼬릿,1,6,0
진짜 어릴적에 보면 오줌 지릴정도로 무서웠음 저 인형색히 진짜 끈질기고 안죽어라 ㅋㅋㅋ,1,48,0
이거왜청불임????,1,10,0
"총기를 원하는 자들은 예비 범죄자이고, 미국은 깡패국가이다.",1,33,0
고지식한 남성우월 주의에 빠진 남성들에게 권하고 싶소,1,29,0
킬리안에서 영광을 주어라,1,13,0
성동일의 전라도 사투리가 제일 좋았으,1,20,0
미녀 섹스 수다 질퍽한상상,1,14,0
미국이나 우리나라나 정치판은 다 똑같군..,1,23,0
일본 여 학생들 넘 노출이 심함. 문제,1,21,0
헐ㅈㅎ다맘ㅇ든다,1,8,0
한남 죽어!!! 차라리 양놈들이랑 겨체하고싶노 그래도 좆인건 똑같지만 눈이 좀 덜고통이다 이기,1,52,0
박경림나오는거 재미 업기만 해봐라..,1,20,0
하버드 허벌이노ㅋㅋㅋㅋㅋㅋㅋ,1,15,0
불치의 병이 하루빨리 극복되는 날이 오길...,1,25,0
ㅉ 에휴... 범인은 무슨 부모님한테 배웠길래 저런 쓰레기 짓만 해서.. 에휴... 좋겠다 부모님이 그렇게가르쳐줘서,1,64,0
캄파 키노 아옼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33,0
대한민국 20대~30대의 삶인듯,1,17,0
자국민의 역사를 자국민이 왜곡하는 이상한 나라,1,25,0
그래서 2랑 3의 빌런은 누구래니?,1,19,0
임신중 아내한테 매독 옮겨서 낙태한 사례도 있노,1,26,0
90년대에 명작이 많은듯 요즘은 볼게없어 노ㅑ,1,25,0
ㅋㅋㅋㅋ조팔ㅋㅋㅋㅋㅋㅋ겁나 웃기노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,30,0
진짜재미없다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,19,0
안나츠치야가 좋다☻ 모모코도 좋다,1,18,0
그래 이게 내가 생각했던 거야,1,16,0
ㅋㄱㅋㅋㅈㅋㅋㅋㅋㅋㅋㅋㅋ,1,13,0
ㅋㅋ 긋 ㅋㅋ,1,7,0
ㅊㄹ,1,2,0
"우리나라 여자들이 저럴리가 없어..!!쒸익쒸익,,,,",1,29,0
"미니홈피나 개인웹로그, 각종SNS 일절 안하는 사람이라 왜저렇게 랜선소통에 목을 메는지 어리석어보이고 이해안갔는데 영화가 주는 경각심이나 사회적 위기의식은 어느 누구나 느끼기에 충분했다.깊고 진했다. 그나저나 미국FBI도 별거 없구나.일처리 그지같네.",1,140,0
아하자카파카타타라아,1,10,0
ㅇㅇ 김예림이랑엘연결하기만해봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,37,0
문도 ! 자기이름 많이말한다! 안그러면 까먹는다! 저번에도 까먹었다!,1,38,0
잘해주지못해서미안해,1,10,0
하 ㅜㅜ 싱숭생숭해 ㅜㅜ,1,13,0
호라시오의 고개를 삐딱하게 해놓고 쳐다보는 그 카리스마ㅋ,1,31,0
웬만하면 안우는데 이건 진짜 와....,1,21,0
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ글 봊나 찰진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
",1,56,0
황수정씨 복귀 축하합니다,1,13,0
능력있는 감독인데 왜 그랬지,1,15,0
아끝나지마 진짜 김탄차응상쨩,1,15,0
김혜수가 갑,1,6,0
꺽꺽,1,2,0
전부 맞는말이다 이기야,1,12,0
호텔은 비싸...모텔로,1,12,0
좀무서웟는데 스토리가어떻게된거임?,1,18,0
뭘 알겠니.. 너희들이..,1,14,0
저도 위조직 어이없이 떼였죠 정상인데,1,20,0
내가 오죽했으면 닉네임을 섭풍이라 했을까..,1,24,0
자막진짜죽고싶냐 재개발한다고무령왕릉드러낼새끼네,1,25,0
ㅋㅋㅋ엔딩기분좋다ㅋㅋ,1,11,0
뻭사리는 있어도 실패는 없다! 한큐에 한다마씩만 뽑자!,1,30,0
fighting！！！,1,11,0
"도덕을 잃은 야심가, 결국 망하다…. 늘 인과응보의 이치를 염두에 두자.",1,40,0
"시걸형님은 왜 나오다말아, ㅋㅋ 종이쪼가리처럼 날라가데,,",1,32,0
사람이 아닌데 왜 말을하지? 수준이노 조팔,1,23,0
커넥트에 가까워질수록 디스커넥트,1,17,0
오빠눈은 거짓말탐지기야 오빠는 세상에서 거짓말하는 사람들이 제일루다가 싫어 아주 시바 쳐 죽이고싶어,1,55,0
오버떠는 아줌마만빼면 좋앗을걸,1,16,0
문화는 권력이다. 권력은 세뇌한다.,1,19,0
대한민국독립만세!!,1,10,0
김장을 안할래야 안할수가없다,1,15,0
앱충들은 육아에서 손 떼고 양육비랑 생활비만 6.9배 더 붙여줘야 하노 그게 더 이롭다 이기야,1,52,0
교통사고 내고 구해준 놈한테 반한다는거 자체가 노답! 그런거 말곤 상황 같은건 재밌었다...,1,51,0
조금 늦게 나와야 했었어,1,13,0
복잡하지 않고 단순한 할배에 감탄했다 ㅋ왜 저 할배를 보면 모두 소리를 질렀는지 알 것 같아 ㅋㅋ 할아버지 인생 보면 경악~~,1,70,0
ㅜㅠ,1,2,0
재밌다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,13,0
부칸에 대한 동경심과 환상을 가지고 잇는 좌좀들이 이를 갈고 싫어할영화 ㅋㅋㅋㅋ 생각보다 볼만함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 글구 평론가 씨네 21저거 한겨례 잡지임....씨네21 ㄱ ㅐ쓰레기 잡지 ㄲ ㅓㅈ ㅕ,1,113,0
각 문화의 틀에 맞춰 생각해야지 거부할 필요는 없는거다.,1,31,0
패기동민 갓동민 아이템도 역대급으로 젤 안씀. 멋지다.,1,30,0
시원시원하다,1,6,0
쇼킹한 영상,1,6,0
아 천재노?ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,19,0
서울특별시 서초구 방배동 874-14,1,20,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,10,0
재밌다 남자 좋겟네 여자 3명과 떡치고 결국 초희랑 결혼하네,1,33,0
똥덩어리vs시라소니,1,10,0
한국영화에 대놓고 음모 등장해도 되는건가요? 그래서 좋긴 하다만...,1,38,0
나도 체스가짤렸임..ㅡㅡ;;,1,15,0
영화는 좋은데 감사용은 패전처리투수가 아냐. 감사용이 전문 패전처리 투수면 절대 15패가 나올 수가 없어. 패는 이기고 있거나 무승부에서 등판해서 본인이 상대팀한테 얻어맞아서 져야 올라가는거야. 진짜 패전처리는 방어율이 높을뿐 패는 별로 없어.,1,136,0
아자야겠다 졸린데 이제부터시작인거같네하면서 남은거보니까 끝,1,32,0
폭력배한테 맞을때 진짜처럼 당하던데.,1,20,0
내용좋습니다. 어차피 대한민국의 권력은 그들끼리 짜고치는 고스톱~,1,36,0
내가 아주 씩씩하고 튼튼한 놈으로 골랐어. 그돌.. . .. 네가 전해주면 안될까.?,1,47,0
저 새끼 순 나쁜새끼에요~!(석대를향해외치는 반아이),1,29,0
쓰레기같다고 하지마~~,1,12,0
웃음이 그치질않음 ㅋㅋ,1,12,0
창업하시는 분들 화이팅,1,12,0
두려움에만 떨고있으면 아무것도 변하지 않아,1,23,0
위안부 역사에 대해 잘 알지 못하고 있엇는데 이번 기회에 잘 알수잇게 되어서 좋은거같아요.,1,50,0
일베들ㅋㅋ 어휴노답이네,1,12,0
제이슨 스타뎀에게 먼가 어울리는 역할이었다 ㅋㅋㅋㅋ 수도승 키퍼 클라스 ㅋㅋㅋㅋ,1,44,0
하얀노파가 가장 카와이함,1,13,0
얼핏 글 같은걸 봤을 땐 아무리 박찬욱이라도 데뷔작은 망했다(?)는 글을 얼핏 본 것 같아 망작일줄 알고 기대 없이 봤는데 시대 대비 임팩트 어우.. 저 땐 성형도 없지않았나? 나현희 요즘 성형 미녀보다 더 예쁘네; 신기함,1,124,0
바퀴벌레 ....ㅎㅎㅎㅎ,1,13,0
야호,1,2,0
가슴이 찢어질것같다,1,10,0
"마약 밀순하고 뇌물처받는 강철중이나,살인마 조규환이나",1,29,0
한국에선 무슨일을 하든 고달프다,1,17,0
주2회합시다 pd님,1,10,0
저새끼 쌀국보수들 중 트럼프 싫어하는 놈들한테 자적자 당해서 망한지가 언젠데ㅉㅉ 역시 자지들 아니랄까봐 한남들 시세 못 읽는건 알아줘야 하노,1,78,0
"소비주의 물질만능, 연예, 언론에 물들어있는세대들 이거보고 정신고양을 좀 해야된다",1,45,0
이문식 존나 웃기네 ㅋㅋ,1,13,0
'사람에게서 받은 상처는 결국 사람에게서 치료받는다'에 공감~,1,34,0
개소리들이지 보지도 않고,1,13,0
제밋는데?! 노출에 포커스를 두니 글치,1,21,0
매일 수백번 상상하며 기다려왓던 세상에 뚜이츄~,1,26,0
다다ㅏ다다다ㅏ다 좋음,1,11,0
ㅋㅋㅋ 조카들 뒤집어짐,1,12,0
맨발과 발가락이 그립다 ㅋㅋㅋㅋ,1,17,0
ㅋㅋㅋ 쫑고 쫑기는..,1,12,0
그렇겠지,1,4,0
어린악마,1,4,0
컨저링노답,1,5,0
루도를 내비둬,1,7,0
"아래 모긴 모야..건축과라잖아..>,신고",1,22,0
a,1,1,0
증오는 증오로 풀 수 없다,1,14,0
황제,1,2,0
세상에나...,1,7,0
도망자,1,3,0
처절함이 묻어나는 제국의 몰락.,1,17,0
제임스 완이 내 목표임 ㄷ,1,14,0
아니 이게 중국어로 나온다고 중국인들이 저지른 만행이라는 애들은도대체 뇌가 있는건지 ..답답하다,1,53,0
엄마도 보고 있는데 키스신 같은거 나오고 어휴 ㅡㅡ,1,28,0
인간이 동물 중 젤 잔인해,1,14,0
완전 젬씀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제크로무 받음ㅋㅋㅋㅋㅋㅋ,1,41,0
성룡 민폐쩌내 ㅋㅋ 글구 서양사람들이 중국말은 왜캐 잘해 ㅋㅋ,1,34,0
저기에 나오는 돼지 늑대만도못한 괴뢰군들... 제 5땅굴은 언제..,1,37,0
"봊나 연하충들 애교 부리면 개패고싶노,,",1,22,0
벅스 버니하고 바꾸라고 해도 안 바꾼다.물론 스타워즈하고 바꾸라고 해도 물론이다.,1,45,0
중간까지 남녀 둘다 정신병인가 했음 ㅡㅡ;,1,23,0
뼈속 깊이 공감된다... 책임질땐 아무도 없는 저 상황.. 이래서 전임자의 말은 녹음해놓고 두고두고 들어봐야..,1,62,0
진짜 괴물은 강두를 변하게 만든 썩어빠진 정부,1,25,0
이런 효자 또 없네. 명배우+명연출=대~박,1,23,0
시라소니,1,4,0
평점 낮은 순으로 보니까 가관이네. '팩션' 이라는 장르는 한 번도 못 들어봤나 무식한 것들. 실화를 바탕으로 극을 엮은거지 실화만을 쓰는 게 아닌데 어디서 소문 주워 듣고 와서 부풀려 말하고 있네. 아마데우스 봤으면 아예 고소 하겠다고 달라 들겠어.,1,140,0
장근석이 일본어를 못해서 장애인 역할을 했다는데..,1,28,0
거대한 산은 얼굴이 많다-김혜리 기자,1,20,0
터트님졸라잘생김,1,8,0
뻔한내용같아서 안보다가 봤는데 흥미진진!! 인성교육 없이 암기만 잘하는 고딩들 사시합격해서 판검사 되버리니 재판이 아니라 개판이 될수밖에 없다.,1,80,0
팔아놓고 개지랄이야 개수제한을 두던가 ㅋㅋ 심지어 주인도 아니면서 지랄발광이노,1,43,0
조용호 연기 절라 못하네... 요즘 뭐하고 사나? 혹시 무상급식 처묵는거 아니냐?,1,45,0
한국 영화 중에서는 원탑이다,1,15,0
내 남자친구가 게이라면ㅋㅋㅋㅋ,1,16,0
"""""""천안함은 잠수함과 충돌"""" 연구논문 나와 : 논문에 따르면 천안함 침몰 당시 백령도에서 기록된 지진파의 주파수 스펙트럼이 대형 잠수함의 축-진동 고유진동 주파수 스펙트럼과 일치함을 보였다. 군 당국에서 언론에 공개한 반파된 천안함의 열상감지장치(TOD""",1,144,0
분노하겠습니다. 잊지 않겠습니다.,1,18,0
미국식 영웅주의라고 까대는 넘들아...저런 상황에선 일반 사람도 영웅이 될수 밖에 없는거다.,1,51,0
star,1,4,0
아 그냥 기분이 좋네,1,11,0
그냐ㅕㅇ,1,4,0
슬프다 사는게 .젊은애들 일하는거 보면 힘이난다,1,26,0
교장새끼 직접만나서 죽여버리고 싶었다.,1,21,0
예수님 힘내시고 석가탄신일보다 석탄일이 더큰 날이예여,1,29,0
잼쩌 조폭마누라 뜨리ㅇㅇ,1,13,0
아악~ 이제 햄버거 못 먹겠다... 더불어 고기음식도...,1,32,0
내 마음의 평화도 좀 지켜주지,1,16,0
&~@*^.^*@~&,1,11,0
걍 야동임. ㅋㅋ 좋은 딸감이다,1,17,0
학교에 저런 퀸카들만 잇다면 평생 고등학교만 다니라도 다니겠다..,1,36,0
컬리지,1,3,0
여기있는 진지충들 진짜 극혐이다. 니들은 도대체 사회 생활 어떻게 하냐,1,39,0
재밌더라 ㅋㅋㅋㅋ,1,9,0
나 사는게 힘들다고 엄마 전화 힘없이 시큰둥하게 받은게 미안하네.. 나 키우는동안 얼마나 힘드셨을까.. 엄마 사랑합니다!,1,67,0
악을 멀리하고 선을 가까이하라,1,16,0
아 깜짝이야 틀자마자 야한장면이...,1,20,0
나 아는 미국분이 한국에서 태어나 일본에서 학교다니며 자랐는데 많은 차별과 괴롭힘속에서도 졸업해야한다는 이유하나로 버티고 졸업한날 괴롭히던 일본친구들 다 조져버렸고 그분은 졸업하고 미국으로 이민가셨다 그래도 그시절일본동경이 그리우시다고..,1,133,0
가하 파,1,4,0
정우성 닮았다고 생각했는데 진짜 정우성이네 ㅋㅋ 장국영 멋있다,1,34,0
겁대갈 상실한일본 언젠간 지도상에서 사라질날이오기를,1,28,0
"한혜진빨리정신돌아오길바라노 혐혼하면 을마나땅을치고후회할꼬
왜스스로 저지옥굴에 들어가서 저런남리남리한 미소짓고잇노
",1,65,0
역시 이정도라 도 어디냐 이런거 다시는 보기 힘들거다,1,29,0
사실상 페미니즘 영업사원 아니노 ㅋㅋㅋㅋ ,1,23,0
우아함과 품위라는 막연한 단어가 한 인간으로 실사화 됨.,1,31,0
명량같은거보다야 훨낫지 같은sf영화인데 차이가 틀리자나?,1,31,0
가장 홍콩틱하게 생긴 소년,1,14,0
웃기네,1,3,0
전혀 욕심이 아니다 안타깝지도 않다 1~5 전부 봐라 진짜 멈츨 수 없는 감동,1,43,0
wow,1,3,0
사람은 조금만 생활이 호전되면 사악해지기 쉽상이지..,1,29,0
ㄴ 아 그리고 ㄹㅇ 모자좀 빼라 ㅋㅋㅋㅋㅋㅋㅋ 니네 어머니노 저사람이?ㅋㅋㅋㅋㅋㅋ ,1,46,0
일본꺼라고 무조건 욕하기는;,1,15,0
서해에서 장병들이 북괴손에 죽어나가는데 한가하게 일본에 축구보러간 모 대통령 생각나서 영화보다 갑자기 빡쳤다 .. 고인을 추모하며..,1,74,0
말빨 미쳤놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너련은 뭘해도 될년이놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,56,0
미국 가기 싫다.뉴욕이건 플로리다건 .부다페스트나 가자,1,30,0
열폭그만해 ㅋㅋㅋ 왜 제대로 된 영화에 발길질이야 지연아 잘했어,1,35,0
자유와 탄압이라는 명목하에 서로 죽고 죽이는 사회.,1,28,0
그래도 마법은 존재한다~ㅎ,1,14,0
궁예 관심법 안쓰네?,1,11,0
아~조세프~아~~ ㅋㅋㅋㅋ,1,14,0
민주주의는 피를 먹고 사는 나무다.......,1,25,0
영광이다,1,4,0
김치워리어=세금 좀먹는 버러지.,1,17,0
삼성이 악덕기업이라는 말은 들어봤는데.. 삼성이 브랜드 이름값이 있고 기계는 잘 만들어서 돈은 잘벌지는 몰라도 그 이외에 기본개념이 없는거 같네요,1,81,0
살인자 살돈자 돈잃은자,1,12,0
수치스럽다 발전이 안된다 한늠들 니들이 만들어봐라 얼마나 잘만드나 보자 'ㅅ',1,43,0
존나 재밌네잉,1,7,0
000000000점,1,10,0
남일이 아니라 내일이다 바로.,1,16,0
고양이의 발톱에 사형권을 합한다면..,1,20,0
게...게이물이다 엄청난 게이요소들이 포함되어잇다 으아아아 도망치자,1,37,0
나도 달에가서 치즈를잘라먹고싶구먼,1,18,0
