문장,혐오 여부,문자 개수,y_pred
죄송하다고 틱 던지면 끝이냐 이 좆같은새끼야 재기해,1,28.0,0
대한민국은 진짜 중의 진짜를 만났다. ㅎㅎㅎㅎㅎ,0,26.0,1
치킨먹고싶다,1,6.0,0
둘이 햇을까..,0,8.0,1
왜 하필 자전거를 타야 하는가?,1,17.0,0
역시 이범수 ㅋㅋㅋㅋㅋㅋ,1,13.0,0
사랑이 없는 결혼은 아무런 의미가 없어. ,0,23.0,1
"재상이형 광대나온거 귀엽내
I like me now~",0,30.0,1
"통찰력 쩌노..
웜 기초사상글로 등록해놔야할것같노
워마드의 기본 마인드 및 가치관 이런걸로.. ",1,55.0,0
난 좋아했어...,0,9.0,1
이상호 기자 화이팅이다!,1,13.0,0
야 솔지히 인정하자. 재미는 있었잖아,1,20.0,0
짱,0,1.0,1
보여주고 싶어서 안달난 사람치고 제대로 된 인간 못봄,0,29.0,1
"진지하게

이산가족 상봉이 감동적임?",0,22.0,1
불같은 성격이 좋은곳에 쓰인 예 !,1,19.0,0
도리안 그레이 졸멋 씹멋,1,13.0,0
과부팔자 과부가 안다...휴~,1,16.0,0
"태백정기 이어 받은 도~~봉산 아래~~
이 겨례의 새 역사를 이~~~루기~~위해~

아는놈 이어불러라",0,59.0,1
혼다는 매력적이네 스타니깐,0,14.0,1
"비서의 웃음이 사장의 웃음을 넘어버렸다

목젖까지 보이겠던데",0,35.0,1
아이허브에서파는 충치예방용 불소치약의 불소함유량이 1500~1700ppm 선인데 이정도면 유의미한 효과를 볼수있겠노? 어차피 헹구면 거의 씻겨나가는 거라 기능성 치약이 의미가 있는지 잘 모르겎노. ,1,110.0,0
문도 ! 자기이름 많이말한다! 안그러면 까먹는다! 저번에도 까먹었다!,1,38.0,0
연기 못한다는님들적어도 님들보단잘해요 그렇게 연기가자신있으면 배우나해요얼마나 잘하는지 보게--------------------------------------해운대 연인들 재밌게 보고있어요월요일이 빨리됬으면 좋겠네요해운대연인들 팟팅,1,129.0,0
영화를 영화로만 봐야지.. 뭔 북한넘들인가?? 미국식 전쟁이라는둥 영웅이라는둥 그럼 니들은 전쟁나면 나라 안구하냐? .. 나라 구하면 다 영웅이지!!,1,83.0,0
부럽다 주성치.ㅋㅋ. 부인 조마너,1,18.0,0
짱덕짱덕,0,4.0,1
재기절이다 이기야!,1,10.0,0
매번 똑같은 연기,0,9.0,1
여러분의 수신료로 (북괴에서) 제작되었습니다.,0,25.0,1
눈에 보이는게 다가 아니다,1,14.0,0
후반부에 피클 통조림 따라고 따개를 챙겨준 독일 장교의 세심함,1,34.0,0
헉,1,1.0,0
지렸다리,0,4.0,1
서울 한복판에서 벌어진 거랑 너무 똑같았다..,1,25.0,0
애들 버리고 시집간 콩까루엄마 애들은 왜 싸질렀대?,1,28.0,0
개봉은 17일인데,1,9.0,0
하하하 처음 이네,1,9.0,0
기무라 가족은 멸망해야 한다능,1,16.0,0
월척을 낚았다 지대로다,1,12.0,0
교장:애들 강간하고 다시 기도해서 안그러겠다 하고또 강간하고 안그러겠다고 기도하면예수님이 용서해주시지 않을까나 죄를 저질러도 어차피 기도하면 처음부터 없었던 것 처럼~,1,93.0,0
오랜만에 졸잼 ㅋㅋ,0,10.0,1
XXXXXXXXXXX나 멌있엇어요,1,18.0,0
우리 salmon도 좀 본 받아야 할텐데,0,22.0,1
절대 결혼 안할거고 비출산할거다 덕분에 오늘도 보지에 새기고 가노~^오^,1,40.0,0
동문으로써 심히 공감한다,0,13.0,1
누구냐 테레비안본지 10년인데,0,16.0,1
끝까지 이렇게 뒷통수쳐도되는거임???,1,20.0,0
"참신하긴해. 헨젤과 그레텔 오누이 가 또 이젠 대한민국으로와갖고, 마녀사냥 접고 일찐 학생들 사냥해주었으면 좋겠다.헨젤과 그레텔이 마녀사냥 때 했던것처럼,,석궁과 총탄으로 일찐 학생들을 송송 벌집 내줬으면 좋겠구나.헨젤과그레텔-일찐학생 사냥꾼",1,135.0,0
혈변 땜시 로긴했다,0,10.0,1
군대식 해결법 최고다,0,11.0,1
난 재밌는데,0,6.0,1
신발을 왜주고 난리야 눈에서 땀나게시리,1,21.0,0
아메리아?,0,5.0,1
유단잔가...자 천천히들어와봐,1,16.0,0
"행시 중 최고 - 재경직

엘리트 중의 엘리트 인데

문 정권의 거짓말과 가면을 보여준다.

말로만 정의

뒤로는 나쁜 짓.

신재민 화이팅 !!!",0,92.0,1
솔직히 이쁘지는..,0,10.0,1
창의적이다,0,5.0,1
노무현을 이 이상 사랑하는 사람들은 없다,0,22.0,1
바보선언 ㅋ 베끼삼?,1,11.0,0
진짜 어릴적에 보면 오줌 지릴정도로 무서웠음 저 인형색히 진짜 끈질기고 안죽어라 ㅋㅋㅋ,1,48.0,0
몰아몰아 ~~,0,7.0,1
비트좋네,0,4.0,1
"이런 영화를 보면 '왜 북괴의 소행은 모른척 하냐'라는 얼간이가 있는데, 왜 모른척하냐하면, 그러다보면 우리 국민을 죽인 이승만 일당의 만행이 따라서 더더욱 낱낱이밝혀지기 때문이다. 북괴가 죽인 수보다 이승만일당이 죽인 국민숫자가 수십배로 많다.",1,137.0,0
업보다..,0,5.0,1
꼴린다 ..,0,6.0,1
독도는 우리땅,1,7.0,0
고생햇다 좋은정보,0,9.0,1
트루먼의 30년을 누가 보상 해줄까?,1,20.0,0
보지를 탁 치고 간다 ㅋㅋㅋㅋㅋㅋ,1,18.0,0
아무도 모르게....,1,11.0,0
아놔 진짜 무섭다,0,9.0,1
"뛰어난 작품성이다.

많이 만들어라.

교육적 가치와 진실성 면에서 만점이다 이기야.",0,51.0,1
난 공중부양은 형광등 갈 때나 써,1,18.0,0
소흥민이~~!! 소흥미니 어디까써~~??!!,0,24.0,1
파ㅋㅋㅋㅋㅋ,1,6.0,0
소통을 명분으로 내세운 소외..,1,17.0,0
색안경 안끼고 영화보면 누가와서 때리냐?,1,22.0,0
저땐 전부 신인시절 지금 저런 캐스팅할려면 얼마나 들까?,1,31.0,0
흥미진진함 보다는 뜻깊은 명언이 많이 나오네요. 특권은 정치를 잘해야 얻는다,1,42.0,0
윤발이형님.. 깎아놓은 밤톨같네 ㅋㅋ,1,20.0,0
갑자기 밤에 사이렌 울리고 북한군 쳐들어와서 이딴 상황생기는거 아닌지 겁나네;;,1,44.0,0
ㅋㅋㅋㅋㅋ이건 10점 줘야지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33.0,0
예 아부지 더덛 던질께요.,1,14.0,0
dㅇㅅㅇb,1,5.0,0
비웅신,0,3.0,1
이런 식당있으면 맨날간다,1,13.0,0
이게 김치전사보다 돈을 덜쓴 애니메이션이다 김치천사는 뭐한건지,1,34.0,0
파라파라 댄스,0,7.0,1
저중국인 조폭마누라3세서나손사람이군,1,19.0,0
47852752753257,1,14.0,0
어느학원다니십니까,0,9.0,1
"The Hobbit: An Unexpected Journey, 2012",1,39.0,0
사람사는 인생 우연의 연속~,0,15.0,1
이거 정말 재미있네!,0,11.0,1
"아무리 생각해도 이건 작품이다
힘들때 마다 볼테니 지우지마라.",0,35.0,1
ㅊㄹ,1,2.0,0
"중국의 악습과 체제는 변화는 없지만

수십억의 인구를 배경으로 나오는 머니를 통해 산업 과학 경제는 끝없이

발전하게 될것임..

이는 미국을 넘어설 대등한 수준까지 올라갈듯함...

중국의 기술력은 웬만한 선진국 기술 다 벤치해서

거의 다 따라잡고 있음..

짱께라거 무시하고 결코 가볍게 보면 안됨

정말 무서운 중국임을 잊으면 안됨.",0,204.0,1
북한은 아직 썰매가 대세 아니노 먼 피겨 스케이팅..,0,29.0,1
개인이요,0,4.0,1
침치미니 침치미니 침침치루,1,14.0,0
굿굿구슥?슥?ㅅ쵝?다진찐아긍ㄷ으ㅡㄱ,1,19.0,0
나 받아놓고 루즈할까바 안봤는데 오늘시청한다,0,24.0,1
올빼미면 워마드 파생카페네ㅋㅋ,0,16.0,1
햇님께서 적십자회장자리도 주시기 않았노 슬픈건 햇님캠프에 들어갔다니까 한국내 매출도 줄고 MCM사내에서도 머모님 욕 많이 먹었다 카더라ㅠㅠ,1,77.0,0
와내이상형,0,5.0,1
이게 재미 없다고???????????,1,20.0,0
이쁠까...,0,6.0,1
롸우,1,2.0,0
게이가 이래서 되는거구나 심건욱 하악,1,20.0,0
"정말 대단히 잘못하셨네요 오유, 거기가 어디라고 ㅎㅎㅎ",0,30.0,1
진또배기만 모였네..ㅋㅋㅋㅋㅋㅋ,0,17.0,1
세상에 거저는 없다.남의 눈물은 나중에 나에게 그 배로 돌아올수 있다.,1,39.0,0
아... 효도 해야겠네..ㅠㅠ,1,16.0,0
진짜비상식적인데 이게 실제상황이리리,0,19.0,1
대놓고 스포일러를 써놓은구나 저렇게.. 누가볼지를 모르는데 ㅋㅋㅋㅋ,1,37.0,0
헐 땡칠이 립싱크 절라 웃기넴 ㄷㄷㄷ,1,20.0,0
아니 세상에;;;,0,9.0,1
갓미선성님 존경함니다,1,11.0,0
어렸을때 EBS에 전화해서 틀어달라고 했더니 틀어줬었는데,1,31.0,0
하버드 허벌이노ㅋㅋㅋㅋㅋㅋㅋ,1,15.0,0
큭큭큭... 칠푼이머슴하던 그..,0,18.0,1
탁월하다 진짜,0,7.0,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 초딩때 몸사리면서 봄 진심,1,28.0,0
이건 아니야ㅠㅠ,0,8.0,1
1965년쯤 잡고 당시 스무살이 지금의 70대들이구먼 ㅋㅋㅋㅋㅋ,0,35.0,1
"지금 페북스타 여고딩 싹벗어버리네;;ㅋㅋㅋㅋ

http://blog.daum.net/1xormrrl001/2",0,62.0,1
시벌꼰대할배충 다 모가지를 따서 창자에 대굴빡을 쳐박고싶다 이기 ㅡㅡ,1,38.0,0
가장 비참하고 잔혹하며 처절한 최후를 맞이하기 바란다. 얼마 안 남았다.,0,40.0,1
"아랍 쪽, 뉴스에 나온것들, 다 풀어놨네 에에에 ㅋ ㅋ",1,30.0,0
인터넷에서 익명으로 밖에 못 얘기하는 놈들. 평생 그렇게 살으렴.,1,36.0,0
어제 MBC에서 틀어준거는 프랑스 더빙판...,1,25.0,0
"도덕을 잃은 야심가, 결국 망하다…. 늘 인과응보의 이치를 염두에 두자.",1,40.0,0
지독해,1,3.0,0
뛰는놈위에 나는놈있다,1,11.0,0
여운때문에 아무것도 못하겠다,1,15.0,0
펄럭~,0,3.0,1
이스라엘 땅을 회복하소서 !!!,1,17.0,0
요들이라뇨 전 단지 망치를든 작은 소녀일뿐인걸요 ?,0,28.0,1
소름돋는다..멋지다,0,10.0,1
전라도 비리를 고발하는 영화,1,15.0,0
"돈,, 돈이 문제야...",1,13.0,0
재앙을 보내버리죠..,0,11.0,1
ㅇ,0,1.0,1
그땐 시간이 많을 줄 알았지...후회는 언제해도 늦죠 있을때 잘하는게 정답인듯,1,43.0,0
어딜가나 선교사 들이 문제다. 한국 선교사들도 외국 가서 몇명 죽었지 ㅋㅋ,1,41.0,0
분노의질주 이제 누가 그자리를 채우냐ㅜㅠㅠ,1,23.0,0
강용석변호사님 ~ 완전 호감 굿굿,1,18.0,0
솔까 영화 잼있던데 딱히 신파로 가지도 않았고 있던 사실 거의 고대로 보여준거아닌가 근데 나 하정우랑 아귀 팬이었는데 이런영화찍은거보니 좀 실망스러운건 어쩔수 없더라,0,92.0,1
모두투어로 몇번 다녀와봤는데 다른 여행사들보다 훨씬 좋던데 안타깝노,0,37.0,1
이거 실화입니까? 영사놈이랑 외교부 공무원 놈 욕 나오네. 일을 어떻게 그따위로 합니까? 자국민 보호않는 외교부 ㅅㅋ 정부 ..놈들 너무 열받아 ... 언론과 네티즌 아니면 자국민이 타국에서 죽거나 말거나 재판도 받거나 말거나 ..ㅠㅠ,1,131.0,0
진짜 여자들 너무 싫다,0,12.0,1
미성년자도 성폭력범의 경우 더 강하게 처벌해야 한다는 생각이 절실히 듦,1,39.0,0
올ㅋ 이순재 젊었을적!,1,12.0,0
한 사람이 세상을 바꾼다.,0,14.0,1
주인니뮤ㅠㅠㅠㅠㅠㅠㅠㅠ,0,12.0,1
쿨하다.,0,4.0,1
ㅎ,0,1.0,1
늑대소년이왜나오냐ㅋㅋㅋ 마치카페베네빙수와 7성급두바이호텔 금가루빙수의차이임. 장르만같다.,1,49.0,0
언제나 내마음 한구석에는 백설공주 그녀가 자리 잡고 있다!!,1,33.0,0
나만 당할순 없다. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,140.0,0
와 젠장 이제 빌런들 다 죽었다,1,17.0,0
일베충이 싫어할 영화,1,11.0,0
무쿤..보고싶었어..,0,11.0,1
우린 팀킬 안해요~,0,10.0,1
그냥 입터는 것만 잘하는 관종일 뿐. 그 이상도 그 이하도 아니다.,0,37.0,1
케이블 드라마 재방만 나와도 돈들어오지않노,0,23.0,1
질본... 질본... 이름이 너무 야하지 않냐?,0,26.0,1
역시랩갓! ㄹㅇ 대단하다,1,13.0,0
초등학생인데 저랫ㅇ면 좋겟다,1,15.0,0
"내 나이 41살 유부남인데 진지하게 사나와 교제하고 싶다.

둘이 손잡고 한강 고수부지로 피크닉도 가고 싶고.

둘이 손잡고 영화도 보고 싶고.

밤늦게까지 시간가는 줄 모르고 전화로 이야기도 하고 싶고.

비오는 날 사나 퇴근하는 것 기다렸다가 우산도 씌워주고 싶고.

기념일엔 테이블에 양초 하나 켜 놓고 초가 다 탈때까지 서로 마주보며 이야기하고싶다.",0,209.0,1
쉴새없이 웃기네 ㅋㅋㅋㅋ 틈을 안주네 틈을 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,42.0,0
피할 수 없는 재앙,0,10.0,1
비트의 저예산버전??,1,11.0,0
@맹모닝 리갈 마지막 기아차... 좋았지 ㅋ jbl 스피커가 참 갠찬,0,38.0,1
최거다,1,3.0,0
쓸쓸함의 끝이네 표현하기가 힘들다,1,18.0,0
나라도...,1,6.0,0
레알이셈?,1,5.0,0
35년전 역사 잊지 맙시다.,1,15.0,0
와...,1,4.0,0
야 이거 재밋겠네,0,9.0,1
여자 배우들 하나같이 예쁘고 몸매 ㄷㄷ함,1,22.0,0
이야기를 이어나가는 방식이 기가막힌다 ㄷㄷ,1,23.0,0
박수 ~~~~~~~~,0,11.0,1
전두환 때가 가장 살기좋고 희망이 넘치는 분위기 였지,0,29.0,1
꽤나 그럴싸하게 그려진 무게,1,15.0,0
4대강,1,3.0,0
와 시바 보는 내내 빡첬네ㅡㅡ,1,16.0,0
"@민주화당한근혜찡 게이 말이 맞는 말이다 그러나 말을 해야할 시기에 용기있는 말을 할 수 있는 사람이 필요하지
지식의 깊이가 깊을 수록 자신의 지식이 완벽하지 않고 무지를 자랑할 수 있다는 것을 깨닫게 되어서
말이 없어지고 겸손해 지고 성실해 지고 감사하는 것 같다",0,150.0,1
선아누님 오래오래 사세요.저 따사모 2005년인가에 만났던 삼시기처럼이에요.,1,42.0,0
기쁘게 생각하세요... 당신의 소중한 한표가 지금의 사람이 먼저인 휴머니즘 대통령을 만들었잖아요^^,0,55.0,1
일본은 정말 사악한 나라다잔인하고 비인간적인 행위를 일삼는다,1,33.0,0
"저 장면은 어떤 내용이냐

엄청 궁금함",0,23.0,1
노하나쯤은희생해도 말이되네,0,14.0,1
주변에 보면 정말 역겨울 정도로 많다..내가 잘못된건가? 라는 생각이 들정도로..,0,45.0,1
진짜 멋지다...,0,9.0,1
이딴만화에 서버린내가 싫다,0,14.0,1
장지현처럼 개인적으로 첼시 팬이고 이런건 괜찮음,0,26.0,1
너의 췌장을 먹고싶어,0,11.0,1
뚝배기감동니뮤ㅠ,0,8.0,1
xlo011 아이디 여러개 만들어서 추한 짓 하지말아라,1,30.0,0
샴페인? 종이컵 안에 든 커피에 버무려진 담배꽁초.,1,28.0,0
ㅋㅋㅋㅋㅋ그냥웃기노이기,1,12.0,0
토나온다.,0,5.0,1
별로,0,2.0,1
Hey! EEJ!,0,9.0,1
20년 넘는 세월동안 나는 통키가 남자인줄 알았다....ㅠㅠ,1,33.0,0
하,1,1.0,0
andar zz,0,8.0,1
테스트 태수트티수틐ㅋ,1,11.0,0
[8-809,1,6.0,0
"큰아들은 이슬람 민병대로 끌려가 어린 나이부터 전사로 교육을 받는데, 그런 쪽(?)에 소질이 많았던 모양. 어린 나이 뛰어난 전사로 명성이 드높아짐. 그러다가 청년이 된 이 큰아들은 아차 실수로 상대편인 기독교도 민병대의 포로가 되는부분 놓치지 마시길",1,140.0,0
Sưckéy Sờn,0,12.0,1
"피식, 허를 찔렀네..
너 이 녀석, 꽤 어려운 것을 해냈구나..",0,37.0,1
돌아 올거지....안 돌아 올거 알아.,1,21.0,0
ㅇㄱㄹㅇ이노 한냄이들은 다들 못생기고 뚱뚱해서 그런지 학벌 공부 이런거로 한마디 해주면 발작하노,1,53.0,0
간바레.... 홍짱,0,10.0,1
여자들 남자 고추 좋아하는거 아니였나 자지만보면 꼴려할줄알았는데,0,35.0,1
거러췌 바로 오리지날 쌍라이트구나..,1,20.0,0
전두환이새끼는 죽어서 광주항쟁 피해자들에게 능지처참 당해라,1,32.0,0
ㅋㅋㅋㅋㅋㅋㅋ 쫄았노. 이기이기 부랄 떨어지겠네.,1,27.0,0
이런거 보면 21세기소년 만화가 생각 남,0,22.0,1
센1송하무니다...,0,10.0,1
표본이자 기원이다 ㄷㄷ,1,12.0,0
아니 이잼있는게 시청률 10%도 안돼 ?타방송 경쟁이 쟁쟁해서 음..걱정마 종영전에는 30% 넘긴다왜냐 ? 느낌아니까,1,65.0,0
씐나,1,2.0,0
돈을 많이 가진 사람들은 돈만 빼면 왠지 시체인 것 같다..,1,33.0,0
난 불법노점상 길 거리에서 안보는게 꿈이다,0,23.0,1
여기 하트날리는년들 왜케많노진짴ㅋㅋㅋ십사탄보지련들어대갔노,1,31.0,0
핵폭탄 앞머리는 역시!!,1,13.0,0
아들 진짜 죽여버리고싶다. 말 준내안듣네 찢어버리고싶다 ㅡ.ㅡ 내아들이었으면 이미 사시미로 뱃대지잘랏다,1,57.0,0
진짜 갓갓련이ㅣ노 빨간약 먹고 시위 참가 꼭해야하노,1,28.0,0
"모금으로 가고싶은데 대신 돈 쓴 기록은 투명하게 공개했음하노.
그냥 얼마얼마썼다 이렇게 하면 언제든 비리 발생해서 뒤집어지는 경우가 많다 이기야. ",1,83.0,0
이런거 조읔,1,6.0,0
카메론 디아즈는 무슨 능력인거지?,1,18.0,0
정준하 저건 출연료 도둑!!!,1,16.0,0
너뭐노 글봊나잘쓴다익이 나초딩땐 글 좆같이썼는데 ㅋㅋ앵나오노 ㅋㅋㅋㅋㅋㅋ 성공하겠다익이야 ㅋㅋㅋㅋ ,1,55.0,0
어이없게 차에서 내려 종이 찌ㅉ어진거 빼고는 볼만함,1,28.0,0
와 그분 얼굴 진짜.. 칼 많이..,0,19.0,1
"그야말로 윤규근 비스무레, 아니랄까. 또레오레 줄 섰지",0,30.0,1
삼빠다 ㅋㅋ,1,6.0,0
약자를 생각하던 김대중과 노무현이 생각나다,1,23.0,0
꿀잼이지만 이자스민 극혐,1,13.0,0
짱재밌엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,20.0,0
은근하고 우직하다,1,9.0,0
"전국민 절도전과1범 만드는
대한항공 담요

여러나라항공사 담요 훔쳐봤는데
대한항공이 으뜸이다이기",0,57.0,1
초딩기여워ㅋㅋ,0,7.0,1
피아노랑 미사는 찾아봐야됨,1,14.0,0
와후,1,2.0,0
나는 고등학교 때 제2외국어로 일본어를 배웠다.,0,26.0,1
요번엔 될듯.,0,7.0,1
세쌍둥이 팬들 이기적이네요 세쌍둥이 인기가 얼마나 많은지는 몰라도 쌍둥이네 없었으면 슈돌 제작 들어가지도 못하고 사랑이네 없어으면 편성받지도 지금까지 오지도못해요 쌍둥이네 사랑이네가 빠지면 슈돌도 끝인데 세쌍둥이만보고 다른가족한테 하차하라고 하지마요!,1,140.0,0
끼기긱,1,3.0,0
"차인표는 훌륭한 개신교인이고 자유 반공 연예인이다
영화 크로싱 봐라 좋은영화다 존나 잘만들었음",0,53.0,1
하...타임머신타고...벽...간장...,0,22.0,1
이건좀;;;;,0,7.0,1
어.. 전 무섭던데. 말 못하는 아이가 손가락질하는 유령...,1,34.0,0
내가끓인 라면 먹을라고 휴가를 안갔잔수,1,21.0,0
진짜 저런거 있었으면 좋겠다 개부럽네,1,20.0,0
비아그라 재고 보면 안다 머 했는지,0,19.0,1
"한혜진빨리정신돌아오길바라노 혐혼하면 을마나땅을치고후회할꼬
왜스스로 저지옥굴에 들어가서 저런남리남리한 미소짓고잇노
",1,65.0,0
일본꺼라고 무조건 욕하기는;,1,15.0,0
박용만 완전 썩은 얼굴로 앉아 있네여..,0,22.0,1
베일이다 그냥 보는거다,1,12.0,0
나도 바니에 한표!,1,10.0,0
얼마나 아팠을까,0,8.0,1
멋있게 살라이기야,0,9.0,1
"벼노인 에서 송강호가
권력은 국민드립도 컷지...
영화를 통한 선동술이 엄청남....ㅎㄷㄷ..
북한이 영화 문화예술로
3대부자 독재 공고히 한것도
그만큼 영화의 파급력이 엄청나기 때문임
지금도..영화판 보면
5,18...일제시대 끄집어낸 반일....
친북 영화가 넘쳐남 ㅎㄷㄷ..",0,164.0,1
밀레니엄의 누미 라파스가 살렸다,1,17.0,0
ㅑㅑㅑ,1,3.0,0
앱놈비상금ㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 력시 보지기 통도크고 개그센스도 터진다 이기 ㅋㅋ,1,48.0,0
안 웃김.,0,5.0,1
UNITED KINGDOM,0,14.0,1
내가 아직 그때 그 사진을 버리지 못하는 이유.,1,26.0,0
"조선놈들의 지적수준으론 민주주의는 무리다.

일본형님들이 도와주기 전 왜 그 지옥같던 노예조선시대를 500년이나 허송세월보냈는지 이해가간다.

이 새키들은 행복할줄을 모르고 만족할줄 모르며 쓸데없는 자존심만 부리고 남 평가는 좋아하면서 자기 자신을 돌아볼줄을 모른다.

자신의 인생이 불만족스러우면서도 정작 어떻게하면 나아질지 진정한 사색과 사고를 하지않고 불평할줄만 아는 미개인이다.",0,221.0,1
"NOW PLAYING.

ENJOY THE SHOW!",0,31.0,1
딱....따..로...게....,0,17.0,1
가난이 스펙이란 말이 있지,0,14.0,1
내 이상형이다...만나고싶노,0,15.0,1
내스타일 아니라 답답하기는 하지만 유시민의 불리한건 농담으로 넘어가려는 수작을 요번이 점잔하게 제일잘 받아쳤다고 본다.,0,66.0,1
대단함,1,3.0,0
대박인데 야 기분 좋다.,1,13.0,0
바보들의 행진인가 ㅎㅎㅎㅎ,0,14.0,1
"미국짱 !



미국짱 !",0,18.0,1
여행이 영어로 뭐지?,0,11.0,1
토론이나 토의에서 최고의 명답중 하나는 위와 같은 패러독스 결론임,0,36.0,1
Korea woman is...,0,17.0,1
노잼노잼노잼노잼노잼,1,10.0,0
난 독보여야지,1,7.0,0
내가 8.2퍼였군,0,9.0,1
어디로 갈껀데? 가면서 생각하지 뭐..,1,21.0,0
아빠를 죽인걸수도,0,9.0,1
사랑해요 엔두쿤 !!!!!!!!!!,0,19.0,1
하이바쓰지그랬어 ?아마몰랐을꺼야 ... 근대신고는왜허니 ? 심심하니?,0,38.0,1
대박 이잖아?,1,7.0,0
내가 다 억울하네.. ㅠ,1,13.0,0
강적강,0,3.0,1
재밌긴한데 공수임 점점 별로에요... 남좋아하는 선배 붙잡고있고 판사한테 아부하고 자기마음은 절대포기못한다더니 태경선배가 자기좋아하는건 포기하라하고 그래놓고 만날 태경선배불러서 하소연하고 오늘은 현우마음때문에 다들 다친다하는데 지마음이 문제아님??,1,138.0,0
꿋꿋이 살아가는 사람은 송어랑 다르네,1,20.0,0
펄럭,1,2.0,0
우리의 세계도 뭔가 비밀이 있지 않을까?,1,22.0,0
입장권 6969개 끊고싶노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,26.0,0
에이 설마 영화에도 많이 나오는 내용인데 아무리 멍청해도 그렇지 저걸모를리가,0,42.0,1
조지가 귀엽네ㅋㅋ,1,9.0,0
"첨언 하나 한다. 근데 좆새끼들이 ""냄져는 정자주잖아!"" 이러잖아? 그럼 ""니 정자가치 정자은행에 가서 환산해오셈"" 이라고 받아쳐라 ㅋㅋㅋㅋㅋㅋㅋ 몇백원도 안될 한남충 정충가치 ㅋㅋㅋㅋㅋ 몇백원 아니 몇십원 가치도 안되는 정충을 번식시켜 줬으면 황송한줄 알아야지. 인공자궁값은 한남충들 정충값보다 훨 넘사벽임. ",1,174.0,0
깔끔하다. 문제없다. 엑싯뮤직 una mattina는 절정이다,1,34.0,0
일본에서 상영금지 파문및 삭제 요구한 문제작.,1,25.0,0
조권짱짱맨 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,14.0,0
묶을 수 (풀 수) 없는 관계.,1,17.0,0
http://movie.naver.com/movie/bi/mi/point.nhn?code=79554#reviewTab,1,65.0,0
곽동연 연기 늘었는듯 ㅋ 넝쿨당 에서는 학생 그것도 전교 꼴등 이번에는 액션 쏴라있네~,1,48.0,0
모든사람 위치 알 수 있는 지도 나도 가지고 싶어ㅠ,1,28.0,0
나는 인사이드맨 같던데ㅋㅋㅋ,1,15.0,0
무서받......,0,9.0,1
로서,0,2.0,1
박신혜라 쓰고 팔방미인이라 읽는다.,1,19.0,0
흔들엇-!,0,5.0,1
낄낄,0,2.0,1
많은 중학생들이 담배를 피우나요?,0,18.0,1
한 버려진 생명을 구했네. 장하다. 복받을 거다.,0,27.0,1
참 교사노 ㅋㅋㅋ,1,9.0,0
결국 다 뽀록날걸.. 보여주기식으로 시간 끌었네,0,26.0,1
검찰문신 센스는 최고,0,11.0,1
재밋네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,21.0,0
오움진리교인줄...,0,10.0,1
카오루 히카루 ! 내 덕심이 다시 발동하고잇엄!,1,26.0,0
아 막 터트리고 싶어!,1,12.0,0
애비가 가족중에 강제징용된사람있다는데 흉악범인가,0,26.0,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 최고다,0,13.0,1
"글의 처음과 끝이 날카로운 칼끝과 같고,

그 칼끝이 노조를 향하는 것 같다.

정말 좋은글이었다 ㅇㅂ",0,61.0,1
우리가 사는 세계도 의심하리만치...,1,20.0,0
진짜무섭네 이거 동심파괴 수준임 처음엔 인형 내장을 뽑아내질않나,1,35.0,0
띠요옹 꿈뻑 꿈뻑,0,9.0,1
믕지가 잇어서 내가잇는거임 ㅎㅎㅎ,1,18.0,0
퍼팩트 정도까진 아니고 적당한 결말,1,19.0,0
여기도 알바푼거니? 경규야?,1,15.0,0
이거 전에 올라왓던 글이노,1,14.0,0
ㅋㅋㅋㅋㅋㅋ재기,1,8.0,0
하아. 남자다. 남자.,1,12.0,0
"ㅇㅇ
차라리 귀신을 속이는 게 쉬음ㅋㅋ",0,22.0,1
